step,MR:0.0 ID:C Mode:none_mean_opinions,MR:0.0 ID:C Mode:none_non_zealot_variance,MR:0.0 ID:C Mode:none_cluster_variance,MR:0.0 ID:C Mode:none_negative_counts,MR:0.0 ID:C Mode:none_negative_means,MR:0.0 ID:C Mode:none_positive_counts,MR:0.0 ID:C Mode:none_positive_means,MR:0.0 ID:C Mode:none_polarization_index,MR:0.0 ID:C Mode:clustered_mean_opinions,MR:0.0 ID:C Mode:clustered_non_zealot_variance,MR:0.0 ID:C Mode:clustered_cluster_variance,MR:0.0 ID:C Mode:clustered_negative_counts,MR:0.0 ID:C Mode:clustered_negative_means,MR:0.0 ID:C Mode:clustered_positive_counts,MR:0.0 ID:C Mode:clustered_positive_means,MR:0.0 ID:C Mode:clustered_polarization_index,MR:0.0 ID:C Mode:random_mean_opinions,MR:0.0 ID:C Mode:random_non_zealot_variance,MR:0.0 ID:C Mode:random_cluster_variance,MR:0.0 ID:C Mode:random_negative_counts,MR:0.0 ID:C Mode:random_negative_means,MR:0.0 ID:C Mode:random_positive_counts,MR:0.0 ID:C Mode:random_positive_means,MR:0.0 ID:C Mode:random_polarization_index,MR:0.0 ID:C Mode:high-degree_mean_opinions,MR:0.0 ID:C Mode:high-degree_non_zealot_variance,MR:0.0 ID:C Mode:high-degree_cluster_variance,MR:0.0 ID:C Mode:high-degree_negative_counts,MR:0.0 ID:C Mode:high-degree_negative_means,MR:0.0 ID:C Mode:high-degree_positive_counts,MR:0.0 ID:C Mode:high-degree_positive_means,MR:0.0 ID:C Mode:high-degree_polarization_index,MR:0.3 ID:C Mode:none_mean_opinions,MR:0.3 ID:C Mode:none_non_zealot_variance,MR:0.3 ID:C Mode:none_cluster_variance,MR:0.3 ID:C Mode:none_negative_counts,MR:0.3 ID:C Mode:none_negative_means,MR:0.3 ID:C Mode:none_positive_counts,MR:0.3 ID:C Mode:none_positive_means,MR:0.3 ID:C Mode:none_polarization_index,MR:0.3 ID:C Mode:clustered_mean_opinions,MR:0.3 ID:C Mode:clustered_non_zealot_variance,MR:0.3 ID:C Mode:clustered_cluster_variance,MR:0.3 ID:C Mode:clustered_negative_counts,MR:0.3 ID:C Mode:clustered_negative_means,MR:0.3 ID:C Mode:clustered_positive_counts,MR:0.3 ID:C Mode:clustered_positive_means,MR:0.3 ID:C Mode:clustered_polarization_index,MR:0.3 ID:C Mode:random_mean_opinions,MR:0.3 ID:C Mode:random_non_zealot_variance,MR:0.3 ID:C Mode:random_cluster_variance,MR:0.3 ID:C Mode:random_negative_counts,MR:0.3 ID:C Mode:random_negative_means,MR:0.3 ID:C Mode:random_positive_counts,MR:0.3 ID:C Mode:random_positive_means,MR:0.3 ID:C Mode:random_polarization_index,MR:0.3 ID:C Mode:high-degree_mean_opinions,MR:0.3 ID:C Mode:high-degree_non_zealot_variance,MR:0.3 ID:C Mode:high-degree_cluster_variance,MR:0.3 ID:C Mode:high-degree_negative_counts,MR:0.3 ID:C Mode:high-degree_negative_means,MR:0.3 ID:C Mode:high-degree_positive_counts,MR:0.3 ID:C Mode:high-degree_positive_means,MR:0.3 ID:C Mode:high-degree_polarization_index
106,0.0339,0.0258,0.0031,207.1000,-0.0431,292.9000,0.0881,0.3899,0.1511,0.0354,0.0056,82.9000,-0.0287,397.1000,0.1429,0.3427,0.2243,0.0453,0.0106,39.8000,-0.0205,440.2000,0.2114,0.2144,0.2598,0.0436,0.0109,23.9000,-0.0109,456.1000,0.2417,0.0199,-0.0315,0.1642,0.0425,263.8000,-0.3691,236.2000,0.3454,32.9296,0.0806,0.1625,0.0473,218.5000,-0.3409,261.5000,0.3649,33.7381,0.1414,0.1561,0.0489,185.8000,-0.3230,294.2000,0.3793,31.6023,0.1791,0.1425,0.0439,161.9000,-0.3111,318.1000,0.3794,29.1341
107,0.0345,0.0262,0.0031,206.7000,-0.0436,293.3000,0.0893,0.3955,0.1522,0.0357,0.0056,82.3000,-0.0290,397.7000,0.1440,0.3562,0.2254,0.0455,0.0106,39.9000,-0.0204,440.1000,0.2128,0.2266,0.2610,0.0437,0.0109,24.0000,-0.0108,456.0000,0.2430,0.0199,-0.0316,0.1645,0.0425,263.9000,-0.3695,236.1000,0.3459,33.0308,0.0807,0.1629,0.0473,218.4000,-0.3415,261.6000,0.3653,33.8259,0.1416,0.1564,0.0489,185.8000,-0.3234,294.2000,0.3798,31.6922,0.1792,0.1428,0.0439,161.8000,-0.3117,318.2000,0.3797,29.1727
108,0.0350,0.0267,0.0032,206.5000,-0.0441,293.5000,0.0905,0.4020,0.1532,0.0360,0.0057,81.9000,-0.0294,398.1000,0.1452,0.3758,0.2266,0.0457,0.0107,39.6000,-0.0207,440.4000,0.2140,0.2665,0.2621,0.0438,0.0110,23.9000,-0.0107,456.1000,0.2442,0.0199,-0.0318,0.1647,0.0425,263.8000,-0.3702,236.2000,0.3461,33.0596,0.0808,0.1632,0.0473,218.4000,-0.3420,261.6000,0.3658,33.8607,0.1418,0.1567,0.0489,185.6000,-0.3241,294.4000,0.3801,31.7321,0.1794,0.1430,0.0438,161.9000,-0.3120,318.1000,0.3803,29.2274
109,0.0355,0.0271,0.0033,206.2000,-0.0447,293.8000,0.0917,0.4180,0.1543,0.0363,0.0058,81.6000,-0.0296,398.4000,0.1465,0.4240,0.2277,0.0459,0.0107,39.6000,-0.0207,440.4000,0.2153,0.2788,0.2633,0.0439,0.0111,23.8000,-0.0107,456.2000,0.2454,0.0199,-0.0319,0.1650,0.0425,263.7000,-0.3708,236.3000,0.3462,33.1758,0.0809,0.1635,0.0473,218.3000,-0.3425,261.7000,0.3661,33.9088,0.1419,0.1570,0.0489,185.4000,-0.3249,294.6000,0.3803,31.8030,0.1795,0.1433,0.0438,162.0000,-0.3122,318.0000,0.3808,29.3131
110,0.0361,0.0276,0.0033,206.2000,-0.0451,293.8000,0.0929,0.4273,0.1554,0.0367,0.0058,81.2000,-0.0302,398.8000,0.1477,0.4484,0.2288,0.0461,0.0108,39.2000,-0.0210,440.8000,0.2164,0.3177,0.2644,0.0441,0.0111,23.7000,-0.0106,456.3000,0.2466,0.0201,-0.0320,0.1653,0.0425,263.8000,-0.3712,236.2000,0.3467,33.2721,0.0809,0.1638,0.0473,218.2000,-0.3430,261.8000,0.3664,33.9322,0.1421,0.1573,0.0489,185.3000,-0.3255,294.7000,0.3807,31.8093,0.1796,0.1435,0.0438,161.8000,-0.3132,318.2000,0.3809,29.3304
111,0.0366,0.0280,0.0034,205.5000,-0.0457,294.5000,0.0940,0.4710,0.1564,0.0370,0.0059,80.1000,-0.0310,399.9000,0.1487,0.4800,0.2299,0.0463,0.0109,39.3000,-0.0210,440.7000,0.2178,0.3198,0.2655,0.0442,0.0112,23.7000,-0.0105,456.3000,0.2478,0.0202,-0.0321,0.1655,0.0425,264.0000,-0.3714,236.0000,0.3473,33.3431,0.0810,0.1641,0.0473,218.2000,-0.3433,261.8000,0.3668,33.9542,0.1422,0.1575,0.0488,185.3000,-0.3258,294.7000,0.3812,31.9133,0.1797,0.1437,0.0438,161.9000,-0.3134,318.1000,0.3814,29.3825
112,0.0371,0.0285,0.0035,205.2000,-0.0463,294.8000,0.0950,0.4809,0.1575,0.0373,0.0060,79.6000,-0.0315,400.4000,0.1499,0.4961,0.2310,0.0465,0.0109,38.8000,-0.0213,441.2000,0.2188,0.3324,0.2665,0.0443,0.0112,23.7000,-0.0104,456.3000,0.2490,0.0203,-0.0323,0.1658,0.0424,264.1000,-0.3718,235.9000,0.3480,33.3912,0.0811,0.1644,0.0473,218.2000,-0.3437,261.8000,0.3672,34.0692,0.1424,0.1578,0.0488,185.3000,-0.3262,294.7000,0.3816,32.0174,0.1797,0.1440,0.0438,161.9000,-0.3138,318.1000,0.3817,29.4781
113,0.0377,0.0289,0.0035,205.2000,-0.0467,294.8000,0.0962,0.4857,0.1585,0.0376,0.0060,79.1000,-0.0321,400.9000,0.1510,0.5083,0.2321,0.0467,0.0110,38.7000,-0.0214,441.3000,0.2201,0.3540,0.2676,0.0444,0.0113,23.5000,-0.0105,456.5000,0.2500,0.0204,-0.0324,0.1660,0.0424,264.1000,-0.3723,235.9000,0.3482,33.4601,0.0811,0.1646,0.0473,218.2000,-0.3440,261.8000,0.3677,34.1328,0.1425,0.1581,0.0488,185.3000,-0.3266,294.7000,0.3821,32.0339,0.1798,0.1442,0.0438,162.1000,-0.3139,317.9000,0.3823,29.4954
114,0.0382,0.0294,0.0036,205.2000,-0.0471,294.8000,0.0975,0.4962,0.1596,0.0379,0.0061,78.7000,-0.0324,401.3000,0.1522,0.5162,0.2331,0.0469,0.0110,38.3000,-0.0217,441.7000,0.2212,0.3667,0.2687,0.0445,0.0113,23.2000,-0.0106,456.8000,0.2510,0.0204,-0.0325,0.1662,0.0424,264.2000,-0.3726,235.8000,0.3487,33.5239,0.0812,0.1649,0.0473,218.2000,-0.3443,261.8000,0.3681,34.2347,0.1426,0.1584,0.0488,185.3000,-0.3269,294.7000,0.3825,32.0892,0.1799,0.1444,0.0438,161.9000,-0.3147,318.1000,0.3824,29.5170
115,0.0387,0.0298,0.0037,205.6000,-0.0474,294.4000,0.0988,0.5055,0.1606,0.0382,0.0061,77.7000,-0.0329,402.3000,0.1532,0.5392,0.2342,0.0471,0.0111,38.0000,-0.0218,442.0000,0.2223,0.3822,0.2697,0.0446,0.0114,23.1000,-0.0105,456.9000,0.2521,0.0205,-0.0326,0.1665,0.0424,264.2000,-0.3730,235.8000,0.3490,33.6115,0.0813,0.1651,0.0473,218.2000,-0.3446,261.8000,0.3685,34.2883,0.1427,0.1586,0.0488,185.1000,-0.3276,294.9000,0.3827,32.1421,0.1799,0.1446,0.0437,161.8000,-0.3152,318.2000,0.3825,29.6058
116,0.0393,0.0303,0.0037,205.3000,-0.0478,294.7000,0.1001,0.5149,0.1616,0.0385,0.0062,77.2000,-0.0334,402.8000,0.1543,0.5406,0.2352,0.0472,0.0111,37.6000,-0.0221,442.4000,0.2233,0.4133,0.2708,0.0447,0.0114,23.0000,-0.0104,457.0000,0.2532,0.0205,-0.0327,0.1667,0.0424,264.1000,-0.3736,235.9000,0.3491,33.6509,0.0814,0.1654,0.0472,218.1000,-0.3450,261.9000,0.3688,34.3643,0.1429,0.1589,0.0488,185.1000,-0.3278,294.9000,0.3831,32.1899,0.1800,0.1449,0.0437,161.7000,-0.3158,318.3000,0.3827,29.6452
117,0.0398,0.0307,0.0038,204.7000,-0.0483,295.3000,0.1012,0.5333,0.1627,0.0388,0.0063,76.4000,-0.0340,403.6000,0.1554,0.5441,0.2363,0.0474,0.0112,37.3000,-0.0224,442.7000,0.2244,0.4136,0.2718,0.0448,0.0114,22.9000,-0.0104,457.1000,0.2543,0.0205,-0.0328,0.1669,0.0424,264.0000,-0.3741,236.0000,0.3492,33.6801,0.0816,0.1656,0.0472,217.9000,-0.3455,262.1000,0.3690,34.4108,0.1430,0.1591,0.0488,184.9000,-0.3285,295.1000,0.3833,32.2367,0.1801,0.1451,0.0437,161.6000,-0.3163,318.4000,0.3829,29.7087
118,0.0403,0.0311,0.0039,204.6000,-0.0487,295.4000,0.1023,0.5531,0.1637,0.0391,0.0063,75.5000,-0.0346,404.5000,0.1563,0.5824,0.2373,0.0476,0.0112,36.7000,-0.0228,443.3000,0.2253,0.4294,0.2728,0.0449,0.0115,22.8000,-0.0103,457.2000,0.2553,0.0205,-0.0328,0.1671,0.0424,263.9000,-0.3746,236.1000,0.3493,33.7105,0.0817,0.1659,0.0472,217.8000,-0.3459,262.2000,0.3694,34.4637,0.1432,0.1593,0.0488,185.0000,-0.3285,295.0000,0.3839,32.3082,0.1801,0.1453,0.0437,161.5000,-0.3166,318.5000,0.3830,29.7308
119,0.0409,0.0316,0.0039,204.3000,-0.0491,295.7000,0.1034,0.5599,0.1647,0.0394,0.0064,74.9000,-0.0350,405.1000,0.1574,0.6272,0.2383,0.0478,0.0113,36.4000,-0.0230,443.6000,0.2264,0.4454,0.2738,0.0450,0.0115,22.5000,-0.0103,457.5000,0.2563,0.0205,-0.0329,0.1673,0.0424,263.9000,-0.3750,236.1000,0.3496,33.7890,0.0818,0.1661,0.0472,217.8000,-0.3461,262.2000,0.3698,34.4338,0.1433,0.1596,0.0487,184.8000,-0.3291,295.2000,0.3840,32.3067,0.1802,0.1455,0.0437,161.6000,-0.3168,318.4000,0.3835,29.7745
120,0.0414,0.0320,0.0040,204.3000,-0.0495,295.7000,0.1047,0.5666,0.1657,0.0397,0.0065,74.4000,-0.0354,405.6000,0.1585,0.6319,0.2393,0.0479,0.0113,35.9000,-0.0233,444.1000,0.2274,0.4455,0.2748,0.0451,0.0116,22.3000,-0.0106,457.7000,0.2572,0.0205,-0.0330,0.1675,0.0424,264.0000,-0.3752,236.0000,0.3500,33.8294,0.0819,0.1663,0.0472,217.6000,-0.3467,262.4000,0.3700,34.4177,0.1435,0.1598,0.0487,184.8000,-0.3294,295.2000,0.3845,32.2873,0.1803,0.1457,0.0437,161.6000,-0.3171,318.4000,0.3838,29.8407
121,0.0419,0.0324,0.0041,203.5000,-0.0500,296.5000,0.1057,0.5811,0.1667,0.0399,0.0065,74.0000,-0.0359,406.0000,0.1597,0.6420,0.2403,0.0481,0.0114,35.5000,-0.0237,444.5000,0.2284,0.4587,0.2757,0.0452,0.0116,22.2000,-0.0105,457.8000,0.2582,0.0205,-0.0330,0.1677,0.0424,263.9000,-0.3756,236.1000,0.3501,33.8565,0.0821,0.1665,0.0472,217.6000,-0.3469,262.4000,0.3704,34.5019,0.1437,0.1600,0.0487,184.8000,-0.3296,295.2000,0.3849,32.4109,0.1804,0.1459,0.0437,161.7000,-0.3172,318.3000,0.3842,29.9224
122,0.0424,0.0328,0.0041,203.0000,-0.0506,297.0000,0.1067,0.5956,0.1677,0.0402,0.0066,73.4000,-0.0363,406.6000,0.1607,0.6559,0.2413,0.0483,0.0114,35.1000,-0.0242,444.9000,0.2293,0.4804,0.2767,0.0453,0.0117,22.1000,-0.0105,457.9000,0.2592,0.0205,-0.0331,0.1679,0.0424,263.9000,-0.3760,236.1000,0.3503,33.8468,0.0822,0.1667,0.0472,217.7000,-0.3469,262.3000,0.3709,34.5283,0.1438,0.1602,0.0487,184.9000,-0.3297,295.1000,0.3855,32.4342,0.1805,0.1461,0.0436,161.8000,-0.3173,318.2000,0.3847,29.9508
123,0.0429,0.0332,0.0042,202.6000,-0.0510,297.4000,0.1076,0.6183,0.1687,0.0405,0.0067,73.2000,-0.0364,406.8000,0.1620,0.6710,0.2423,0.0484,0.0115,35.2000,-0.0243,444.8000,0.2306,0.5237,0.2777,0.0454,0.0117,22.2000,-0.0104,457.8000,0.2603,0.0206,-0.0331,0.1681,0.0424,264.0000,-0.3761,236.0000,0.3507,33.8830,0.0823,0.1670,0.0471,217.6000,-0.3473,262.4000,0.3711,34.5869,0.1440,0.1604,0.0486,184.9000,-0.3299,295.1000,0.3858,32.4674,0.1806,0.1462,0.0436,161.8000,-0.3176,318.2000,0.3850,29.9861
124,0.0434,0.0337,0.0043,202.3000,-0.0515,297.7000,0.1087,0.6262,0.1697,0.0408,0.0067,72.6000,-0.0372,407.4000,0.1630,0.6775,0.2432,0.0486,0.0115,35.0000,-0.0247,445.0000,0.2316,0.5270,0.2786,0.0455,0.0118,21.7000,-0.0107,458.3000,0.2611,0.0206,-0.0332,0.1683,0.0424,264.2000,-0.3761,235.8000,0.3512,33.9784,0.0824,0.1672,0.0471,217.6000,-0.3474,262.4000,0.3715,34.6487,0.1441,0.1606,0.0486,184.9000,-0.3302,295.1000,0.3862,32.5193,0.1807,0.1464,0.0436,161.8000,-0.3179,318.2000,0.3852,30.0087
125,0.0439,0.0341,0.0043,202.2000,-0.0518,297.8000,0.1098,0.6299,0.1707,0.0411,0.0068,72.4000,-0.0375,407.6000,0.1642,0.6945,0.2442,0.0487,0.0116,35.1000,-0.0248,444.9000,0.2328,0.5574,0.2795,0.0456,0.0118,21.6000,-0.0107,458.4000,0.2620,0.0208,-0.0332,0.1685,0.0424,264.5000,-0.3759,235.5000,0.3519,34.0120,0.0825,0.1674,0.0471,217.7000,-0.3475,262.3000,0.3720,34.6575,0.1442,0.1608,0.0486,184.8000,-0.3305,295.2000,0.3864,32.5177,0.1807,0.1466,0.0436,161.8000,-0.3182,318.2000,0.3855,30.0561
126,0.0444,0.0345,0.0044,202.4000,-0.0522,297.6000,0.1111,0.6622,0.1717,0.0414,0.0068,71.7000,-0.0382,408.3000,0.1652,0.7093,0.2451,0.0489,0.0116,35.2000,-0.0250,444.8000,0.2340,0.5719,0.2804,0.0457,0.0119,21.5000,-0.0106,458.5000,0.2630,0.0209,-0.0333,0.1686,0.0424,264.5000,-0.3762,235.5000,0.3521,34.1174,0.0826,0.1676,0.0471,217.7000,-0.3477,262.3000,0.3724,34.6666,0.1444,0.1610,0.0486,184.6000,-0.3311,295.4000,0.3866,32.5299,0.1808,0.1468,0.0436,161.8000,-0.3185,318.2000,0.3858,30.0437
127,0.0449,0.0349,0.0045,201.9000,-0.0526,298.1000,0.1122,0.6983,0.1727,0.0416,0.0069,71.6000,-0.0386,408.4000,0.1664,0.7186,0.2461,0.0490,0.0117,34.9000,-0.0254,445.1000,0.2350,0.5892,0.2813,0.0458,0.0119,21.2000,-0.0108,458.8000,0.2638,0.0211,-0.0334,0.1688,0.0424,264.5000,-0.3765,235.5000,0.3522,34.1649,0.0827,0.1677,0.0471,217.7000,-0.3479,262.3000,0.3727,34.7167,0.1445,0.1612,0.0486,184.7000,-0.3311,295.3000,0.3871,32.5535,0.1809,0.1469,0.0436,161.8000,-0.3188,318.2000,0.3860,30.1027
128,0.0454,0.0353,0.0045,201.1000,-0.0530,298.9000,0.1131,0.7208,0.1737,0.0419,0.0070,71.1000,-0.0390,408.9000,0.1675,0.7237,0.2470,0.0492,0.0117,34.8000,-0.0256,445.2000,0.2361,0.5938,0.2822,0.0459,0.0119,21.2000,-0.0107,458.8000,0.2648,0.0212,-0.0335,0.1689,0.0424,264.5000,-0.3768,235.5000,0.3524,34.2091,0.0828,0.1679,0.0471,217.6000,-0.3483,262.4000,0.3730,34.7071,0.1446,0.1614,0.0485,184.8000,-0.3310,295.2000,0.3876,32.6366,0.1810,0.1471,0.0436,161.7000,-0.3190,318.3000,0.3862,30.1339
129,0.0459,0.0357,0.0046,200.1000,-0.0536,299.9000,0.1138,0.7459,0.1746,0.0422,0.0070,70.4000,-0.0394,409.6000,0.1684,0.7258,0.2479,0.0493,0.0118,34.8000,-0.0258,445.2000,0.2372,0.5938,0.2831,0.0459,0.0120,21.0000,-0.0109,459.0000,0.2656,0.0212,-0.0335,0.1691,0.0424,264.4000,-0.3772,235.6000,0.3524,34.2325,0.0829,0.1681,0.0471,217.6000,-0.3485,262.4000,0.3733,34.7902,0.1447,0.1616,0.0485,184.8000,-0.3313,295.2000,0.3879,32.7105,0.1810,0.1473,0.0435,161.8000,-0.3191,318.2000,0.3866,30.1762
130,0.0464,0.0361,0.0047,199.3000,-0.0541,300.7000,0.1147,0.7472,0.1756,0.0425,0.0071,70.2000,-0.0402,409.8000,0.1696,0.7268,0.2489,0.0495,0.0118,34.6000,-0.0262,445.4000,0.2382,0.5938,0.2840,0.0460,0.0120,20.9000,-0.0109,459.1000,0.2665,0.0212,-0.0336,0.1692,0.0423,264.4000,-0.3775,235.6000,0.3526,34.2592,0.0830,0.1683,0.0471,217.4000,-0.3490,262.6000,0.3733,34.7764,0.1449,0.1618,0.0485,184.9000,-0.3313,295.1000,0.3884,32.7257,0.1811,0.1474,0.0435,161.8000,-0.3194,318.2000,0.3869,30.1911
131,0.0469,0.0365,0.0047,199.0000,-0.0546,301.0000,0.1157,0.7646,0.1766,0.0427,0.0072,69.3000,-0.0409,410.7000,0.1705,0.7383,0.2498,0.0496,0.0119,34.4000,-0.0266,445.6000,0.2392,0.5972,0.2848,0.0461,0.0121,20.8000,-0.0110,459.2000,0.2674,0.0212,-0.0336,0.1694,0.0423,264.5000,-0.3775,235.5000,0.3529,34.2876,0.0831,0.1684,0.0470,217.4000,-0.3492,262.6000,0.3737,34.8277,0.1450,0.1619,0.0485,184.8000,-0.3319,295.2000,0.3886,32.7314,0.1812,0.1476,0.0435,161.9000,-0.3195,318.1000,0.3873,30.1977
132,0.0474,0.0369,0.0048,198.2000,-0.0553,301.8000,0.1164,0.7685,0.1775,0.0430,0.0072,68.6000,-0.0415,411.4000,0.1715,0.7397,0.2507,0.0497,0.0119,33.8000,-0.0271,446.2000,0.2399,0.6115,0.2856,0.0462,0.0121,20.6000,-0.0112,459.4000,0.2681,0.0212,-0.0337,0.1695,0.0423,264.6000,-0.3777,235.4000,0.3534,34.2943,0.0832,0.1686,0.0470,217.4000,-0.3493,262.6000,0.3740,34.8366,0.1451,0.1621,0.0485,184.6000,-0.3324,295.4000,0.3887,32.7573,0.1813,0.1477,0.0435,161.8000,-0.3199,318.2000,0.3874,30.2134
133,0.0478,0.0372,0.0049,197.6000,-0.0558,302.4000,0.1172,0.7795,0.1785,0.0433,0.0073,68.4000,-0.0419,411.6000,0.1726,0.7453,0.2515,0.0499,0.0120,33.6000,-0.0274,446.4000,0.2409,0.6303,0.2865,0.0462,0.0121,20.2000,-0.0114,459.8000,0.2688,0.0213,-0.0338,0.1697,0.0423,264.8000,-0.3777,235.2000,0.3539,34.3495,0.0833,0.1688,0.0470,217.4000,-0.3495,262.6000,0.3743,34.8794,0.1452,0.1623,0.0485,184.7000,-0.3325,295.3000,0.3891,32.8251,0.1814,0.1479,0.0435,161.8000,-0.3201,318.2000,0.3877,30.1887
134,0.0483,0.0376,0.0049,197.5000,-0.0562,302.5000,0.1183,0.7983,0.1794,0.0435,0.0073,68.2000,-0.0424,411.8000,0.1738,0.7591,0.2524,0.0500,0.0120,33.4000,-0.0277,446.6000,0.2419,0.6480,0.2873,0.0463,0.0122,20.1000,-0.0114,459.9000,0.2696,0.0214,-0.0338,0.1698,0.0423,264.8000,-0.3779,235.2000,0.3540,34.3743,0.0834,0.1689,0.0470,217.5000,-0.3495,262.5000,0.3748,34.9136,0.1453,0.1625,0.0485,184.6000,-0.3329,295.4000,0.3893,32.8308,0.1814,0.1480,0.0435,161.8000,-0.3203,318.2000,0.3879,30.2093
135,0.0488,0.0380,0.0050,197.2000,-0.0566,302.8000,0.1193,0.8206,0.1803,0.0438,0.0074,67.6000,-0.0430,412.4000,0.1748,0.7737,0.2533,0.0502,0.0121,33.2000,-0.0279,446.8000,0.2428,0.6622,0.2881,0.0464,0.0122,20.0000,-0.0114,460.0000,0.2704,0.0215,-0.0339,0.1699,0.0423,264.9000,-0.3781,235.1000,0.3544,34.3701,0.0835,0.1691,0.0470,217.5000,-0.3497,262.5000,0.3751,34.9554,0.1454,0.1626,0.0485,184.6000,-0.3331,295.4000,0.3895,32.8520,0.1815,0.1482,0.0435,161.7000,-0.3207,318.3000,0.3880,30.2893
136,0.0492,0.0384,0.0051,197.4000,-0.0568,302.6000,0.1203,0.8247,0.1813,0.0440,0.0075,67.2000,-0.0435,412.8000,0.1758,0.7909,0.2541,0.0503,0.0121,32.9000,-0.0282,447.1000,0.2438,0.6804,0.2889,0.0464,0.0123,19.9000,-0.0114,460.1000,0.2713,0.0216,-0.0339,0.1700,0.0423,265.0000,-0.3781,235.0000,0.3547,34.3733,0.0836,0.1692,0.0470,217.4000,-0.3500,262.6000,0.3753,35.0346,0.1455,0.1628,0.0485,184.5000,-0.3334,295.5000,0.3897,32.8701,0.1816,0.1483,0.0435,161.7000,-0.3209,318.3000,0.3882,30.3467
137,0.0497,0.0387,0.0051,196.9000,-0.0574,303.1000,0.1212,0.8307,0.1822,0.0443,0.0075,66.9000,-0.0440,413.1000,0.1769,0.8338,0.2550,0.0504,0.0122,32.8000,-0.0285,447.2000,0.2447,0.6846,0.2897,0.0465,0.0123,19.8000,-0.0115,460.2000,0.2720,0.0218,-0.0340,0.1702,0.0423,265.1000,-0.3782,234.9000,0.3550,34.3605,0.0837,0.1694,0.0470,217.5000,-0.3500,262.5000,0.3757,35.0768,0.1456,0.1629,0.0485,184.4000,-0.3337,295.6000,0.3898,32.8853,0.1817,0.1484,0.0435,161.7000,-0.3211,318.3000,0.3884,30.3884
138,0.0501,0.0391,0.0052,196.6000,-0.0578,303.4000,0.1222,0.8406,0.1831,0.0445,0.0076,66.7000,-0.0444,413.3000,0.1780,0.8445,0.2559,0.0505,0.0122,32.6000,-0.0289,447.4000,0.2457,0.7340,0.2904,0.0466,0.0123,19.8000,-0.0115,460.2000,0.2729,0.0218,-0.0341,0.1703,0.0423,265.1000,-0.3785,234.9000,0.3551,34.3581,0.0838,0.1695,0.0470,217.6000,-0.3499,262.4000,0.3762,35.0993,0.1457,0.1631,0.0485,184.4000,-0.3339,295.6000,0.3901,32.9510,0.1817,0.1486,0.0435,161.8000,-0.3211,318.2000,0.3888,30.3719
139,0.0505,0.0395,0.0052,196.5000,-0.0582,303.5000,0.1231,0.8551,0.1841,0.0448,0.0077,66.0000,-0.0452,414.0000,0.1789,0.8600,0.2567,0.0507,0.0123,32.5000,-0.0292,447.5000,0.2466,0.8044,0.2912,0.0466,0.0124,19.8000,-0.0115,460.2000,0.2737,0.0218,-0.0342,0.1704,0.0423,265.1000,-0.3787,234.9000,0.3552,34.3840,0.0839,0.1697,0.0470,217.6000,-0.3500,262.4000,0.3764,35.1506,0.1458,0.1632,0.0485,184.4000,-0.3341,295.6000,0.3903,32.9613,0.1818,0.1487,0.0434,161.8000,-0.3212,318.2000,0.3890,30.3719
140,0.0510,0.0398,0.0053,195.8000,-0.0588,304.2000,0.1240,0.8808,0.1850,0.0451,0.0077,65.5000,-0.0458,414.5000,0.1799,0.8679,0.2575,0.0508,0.0123,32.4000,-0.0296,447.6000,0.2476,0.8520,0.2920,0.0467,0.0124,19.4000,-0.0119,460.6000,0.2743,0.0219,-0.0342,0.1705,0.0422,265.2000,-0.3788,234.8000,0.3555,34.4180,0.0840,0.1698,0.0470,217.4000,-0.3505,262.6000,0.3763,35.1867,0.1458,0.1633,0.0485,184.5000,-0.3341,295.5000,0.3907,32.9853,0.1819,0.1488,0.0434,161.8000,-0.3214,318.2000,0.3892,30.3787
141,0.0514,0.0402,0.0054,195.7000,-0.0592,304.3000,0.1250,0.8842,0.1859,0.0453,0.0078,65.1000,-0.0463,414.9000,0.1809,0.8744,0.2583,0.0509,0.0124,32.2000,-0.0300,447.8000,0.2485,0.8866,0.2927,0.0467,0.0124,19.4000,-0.0119,460.6000,0.2751,0.0222,-0.0343,0.1706,0.0422,265.3000,-0.3789,234.7000,0.3558,34.4404,0.0841,0.1699,0.0470,217.5000,-0.3505,262.5000,0.3767,35.2045,0.1459,0.1635,0.0485,184.6000,-0.3341,295.4000,0.3911,32.9853,0.1819,0.1489,0.0434,161.8000,-0.3215,318.2000,0.3893,30.3787
142,0.0518,0.0405,0.0054,195.8000,-0.0596,304.2000,0.1261,0.9018,0.1868,0.0455,0.0078,65.0000,-0.0466,415.0000,0.1820,0.8825,0.2592,0.0510,0.0124,31.9000,-0.0303,448.1000,0.2493,0.9429,0.2934,0.0468,0.0125,19.5000,-0.0118,460.5000,0.2759,0.0222,-0.0344,0.1707,0.0422,265.4000,-0.3790,234.6000,0.3560,34.4350,0.0841,0.1700,0.0470,217.5000,-0.3506,262.5000,0.3770,35.2671,0.1460,0.1636,0.0485,184.6000,-0.3342,295.4000,0.3913,33.0388,0.1820,0.1490,0.0434,161.8000,-0.3217,318.2000,0.3895,30.4178
